,name,gender_x,inhouse_x,headline,urls,description,gender_y,inhouse_y,a_headline,a_profile
63,中満泉,2.0,,国際連合　事務次長・軍縮担当上級代表,https://www.nikkei.com/topics/topic_expert_EVP01029,早稲田大学、米国ジョージタウン大学大学院修了後、国連難民高等弁務官事務所（UNHCR）に入所。湾岸戦争やボスニア紛争の最前線で危機対応や人道支援に従事。国連平和維持活動（PKO）局で政策部長、アジア・中東部長、国連開発計画（UNDP）危機対応局長を歴任し、2017年より現職。2女の母。【注目するニュース分野】国際協力、国際安全保障・軍縮、人道支援、ダイバーシティ,2.0,,国際連合事務次長・軍縮担当上級代表,早稲田大学、米国ジョージタウン大学大学院修了後、国連難民高等弁務官事務所（UNHCR）に入所。湾岸戦争やボスニア紛争の最前線で危機対応や人道支援に従事。国連平和維持活動（PKO）局で政策部長、アジア・中東部長、国連開発計画（UNDP）危機対応局長を歴任し、2017年より現職。2女の母。
